,,"weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2"
2020-06-25,2020-06-25,C,2007W1,290.0,KR4209322905,코스피위클리 C 2007W1 290.0,0.81,1.3,1.74,0.72,25.2,1282,326212500,691,2020-07-02,7,282.38,284.36,279.73,279.73,33.12,0.5,280.0,10.0,0.95,0.172,0.024,-0.167,0.106,1,0.95,C,2007W1,292.5,KR4209322921,코스피위클리 C 2007W1 292.5,0.5,0.86,1.13,0.45,25.2,1887,318002500,771,2020-07-02,7,282.38,284.36,279.73,279.73,33.12,0.5,280.0,12.5,0.61,-0.24,-0.038,0.26,-0.166,1,-1.22
2020-06-26,2020-06-25,C,2007W1,290.0,KR4209322905,코스피위클리 C 2007W1 290.0,0.99,1.18,1.45,0.72,22.2,17555,4510132500,1515,2020-07-02,6,283.36,284.58,280.65,283.38,30.56,0.5,282.5,7.5,1.16,0.232,0.035,-0.19,0.12,1,1.16,C,2007W1,292.5,KR4209322921,코스피위클리 C 2007W1 292.5,0.58,0.72,0.89,0.42,22.1,16665,2639657500,1792,2020-07-02,6,283.36,284.58,280.65,283.38,30.56,0.5,282.5,10.0,0.69,-0.31,-0.054,0.294,-0.186,1,-1.38
2020-06-29,2020-06-25,C,2007W1,290.0,KR4209322905,코스피위클리 C 2007W1 290.0,0.3,0.34,0.72,0.21,28.4,31416,3232420000,2336,2020-07-02,3,279.36,281.77,277.06,278.04,33.58,0.5,277.5,12.5,0.3,0.081,0.018,-0.155,0.044,1,0.3,C,2007W1,292.5,KR4209322921,코스피위클리 C 2007W1 292.5,0.16,0.18,0.37,0.1,28.6,18679,966017500,3095,2020-07-02,3,279.36,281.77,277.06,278.04,33.58,0.5,277.5,15.0,0.16,-0.094,-0.024,0.204,-0.056,1,-0.32
2020-06-30,2020-06-25,C,2007W1,290.0,KR4209322905,코스피위클리 C 2007W1 290.0,0.16,0.56,0.63,0.13,24.7,46234,4818815000,3348,2020-07-02,2,282.55,283.98,280.09,280.09,31.07,0.5,280.0,10.0,0.17,0.062,0.019,-0.127,0.031,1,0.17,C,2007W1,292.5,KR4209322921,코스피위클리 C 2007W1 292.5,0.06,0.27,0.31,0.05,24.4,26354,1298495000,3431,2020-07-02,2,282.55,283.98,280.09,280.09,31.07,0.5,280.0,12.5,0.06,-0.052,-0.02,0.124,-0.03,1,-0.12
2020-07-01,2020-06-25,C,2007W1,290.0,KR4209322905,코스피위클리 C 2007W1 290.0,0.01,0.22,0.22,0.01,19.2,46234,1082832500,6789,2020-07-02,1,283.1,283.84,279.44,280.26,29.9,0.5,280.0,10.0,0.01,0.008,0.006,-0.023,0.005,1,0.01,C,2007W1,292.5,KR4209322921,코스피위클리 C 2007W1 292.5,0.01,0.08,0.08,0.01,23.4,35510,292527500,6183,2020-07-02,1,283.1,283.84,279.44,280.26,29.9,0.5,280.0,12.5,0.01,-0.014,-0.008,0.048,-0.008,1,-0.02
2020-07-02,2020-06-25,C,2007W1,290.0,KR4209322905,코스피위클리 C 2007W1 290.0,0.01,0.01,0.01,0.01,19.1,14334,35835000,0,2020-07-02,0,281.3,283.89,280.71,283.86,27.45,0.5,285.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,C,2007W1,292.5,KR4209322921,코스피위클리 C 2007W1 292.5,0.01,0.01,0.01,0.01,28.3,140,350000,0,2020-07-02,0,281.3,283.89,280.71,283.86,27.45,0.5,285.0,7.5,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
2020-07-09,2020-07-09,C,2007W3,295.0,KR4209332953,코스피위클리 C 2007W3 295.0,0.8,0.95,1.34,0.74,19.3,3199,815230000,962,2020-07-16,7,287.8,289.41,287.08,287.25,23.38,0.5,287.5,7.5,0.79,0.18,0.032,-0.135,0.112,1,0.79,C,2007W3,297.5,KR4209332979,코스피위클리 C 2007W3 297.5,0.47,0.55,0.82,0.4,19.6,2201,299522500,1074,2020-07-16,7,287.8,289.41,287.08,287.25,23.38,0.5,287.5,10.0,0.47,-0.234,-0.048,0.204,-0.168,1,-0.94
2020-07-10,2020-07-09,C,2007W3,295.0,KR4209332953,코스피위클리 C 2007W3 295.0,0.21,0.72,0.8,0.18,16.8,22891,2100607500,2798,2020-07-16,6,287.87,288.09,283.51,285.06,24.83,0.5,285.0,10.0,0.21,0.072,0.021,-0.065,0.054,1,0.21,C,2007W3,297.5,KR4209332979,코스피위클리 C 2007W3 297.5,0.09,0.37,0.41,0.09,16.9,11771,536890000,2056,2020-07-16,6,287.87,288.09,283.51,285.06,24.83,0.5,285.0,12.5,0.09,-0.07,-0.024,0.074,-0.062,1,-0.18
2020-07-13,2020-07-09,C,2007W3,295.0,KR4209332953,코스피위클리 C 2007W3 295.0,0.7,0.42,0.83,0.32,20.1,32508,4665770000,3230,2020-07-16,3,287.92,290.49,286.86,289.84,23.63,0.5,290.0,5.0,0.69,0.205,0.047,-0.216,0.086,1,0.69,C,2007W3,297.5,KR4209332979,코스피위클리 C 2007W3 297.5,0.34,0.2,0.43,0.14,20.4,17944,1189755000,3279,2020-07-16,3,287.92,290.49,286.86,289.84,23.63,0.5,290.0,7.5,0.34,-0.226,-0.062,0.298,-0.116,1,-0.68
2020-07-14,2020-07-09,C,2007W3,295.0,KR4209332953,코스피위클리 C 2007W3 295.0,0.35,0.36,0.43,0.13,18.6,40256,2736602500,4040,2020-07-16,2,288.42,289.63,286.89,289.63,24.45,0.5,290.0,5.0,0.35,0.14,0.046,-0.182,0.059,1,0.35,C,2007W3,297.5,KR4209332979,코스피위클리 C 2007W3 297.5,0.14,0.16,0.17,0.04,19.3,24453,634820000,4777,2020-07-16,2,288.42,289.63,286.89,289.63,24.45,0.5,290.0,7.5,0.14,-0.128,-0.05,0.212,-0.066,1,-0.28
2020-07-15,2020-07-09,C,2007W3,295.0,KR4209332953,코스피위클리 C 2007W3 295.0,0.5,0.85,1.63,0.34,17.1,92634,15783347500,6627,2020-07-16,1,292.94,294.42,290.89,292.27,23.63,0.5,292.5,2.5,0.5,0.234,0.083,-0.283,0.066,1,0.5,C,2007W3,297.5,KR4209332979,코스피위클리 C 2007W3 297.5,0.13,0.34,0.74,0.1,16.8,81160,5487160000,7254,2020-07-16,1,292.94,294.42,290.89,292.27,23.63,0.5,292.5,5.0,0.13,-0.156,-0.08,0.266,-0.064,1,-0.26
2020-07-16,2020-07-09,C,2007W3,295.0,KR4209332953,코스피위클리 C 2007W3 295.0,0.01,0.17,0.21,0.01,15.6,134935,2209365000,0,2020-07-16,0,292.34,292.74,288.46,289.25,23.48,0.5,290.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,C,2007W3,297.5,KR4209332979,코스피위클리 C 2007W3 297.5,0.01,0.03,0.03,0.01,21.8,27988,113890000,0,2020-07-16,0,292.34,292.74,288.46,289.25,23.48,0.5,290.0,7.5,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
2020-07-16,2020-07-16,C,2007W4,295.0,KR4209342952,코스피위클리 C 2007W4 295.0,0.93,1.84,2.12,0.88,17.1,1201,339535000,523,2020-07-23,7,292.34,292.74,288.46,289.25,23.48,0.5,290.0,5.0,0.93,0.223,0.041,-0.137,0.128,1,0.93,C,2007W4,300.0,KR4209343000,코스피위클리 C 2007W4 300.0,0.25,0.76,0.76,0.24,17.1,2716,264570000,1126,2020-07-23,7,292.34,292.74,288.46,289.25,23.48,0.5,290.0,10.0,0.25,-0.154,-0.04,0.132,-0.124,1,-0.5
2020-07-17,2020-07-16,C,2007W4,295.0,KR4209342952,코스피위클리 C 2007W4 295.0,1.29,0.92,1.41,0.9,16.3,17050,5185172500,1903,2020-07-23,6,289.9,292.1,289.9,291.57,22.34,0.5,292.5,2.5,1.28,0.308,0.053,-0.165,0.142,1,1.28,C,2007W4,300.0,KR4209343000,코스피위클리 C 2007W4 300.0,0.32,0.24,0.4,0.24,16.2,14125,1160275000,2657,2020-07-23,6,289.9,292.1,289.9,291.57,22.34,0.5,292.5,7.5,0.32,-0.21,-0.056,0.17,-0.146,1,-0.64
2020-07-20,2020-07-16,C,2007W4,295.0,KR4209342952,코스피위클리 C 2007W4 295.0,0.63,1.25,1.36,0.43,17.0,36218,6155280000,3397,2020-07-23,3,292.76,292.76,289.01,290.81,22.37,0.5,290.0,5.0,0.63,0.214,0.056,-0.189,0.089,1,0.63,C,2007W4,300.0,KR4209343000,코스피위클리 C 2007W4 300.0,0.11,0.26,0.3,0.08,17.8,23045,756307500,3616,2020-07-23,3,292.76,292.76,289.01,290.81,22.37,0.5,290.0,10.0,0.11,-0.098,-0.038,0.136,-0.062,1,-0.22
2020-07-21,2020-07-16,C,2007W4,295.0,KR4209342952,코스피위클리 C 2007W4 295.0,1.65,1.31,2.46,1.08,14.5,26571,11205412500,2510,2020-07-23,2,294.03,296.11,293.2,295.16,21.09,0.5,295.0,0.0,1.64,0.52,0.103,-0.258,0.107,1,1.64,C,2007W4,300.0,KR4209343000,코스피위클리 C 2007W4 300.0,0.3,0.22,0.57,0.18,16.2,52337,4697530000,4796,2020-07-23,2,294.03,296.11,293.2,295.16,21.09,0.5,295.0,5.0,0.3,-0.272,-0.1,0.316,-0.116,1,-0.6
2020-07-22,2020-07-16,C,2007W4,295.0,KR4209342952,코스피위클리 C 2007W4 295.0,0.82,1.45,1.93,0.67,14.1,45232,12783705000,4066,2020-07-23,1,294.71,296.14,293.39,294.04,20.82,0.5,295.0,0.0,0.81,0.38,0.124,-0.292,0.083,1,0.81,C,2007W4,300.0,KR4209343000,코스피위클리 C 2007W4 300.0,0.05,0.19,0.22,0.04,15.2,58799,1756285000,6107,2020-07-23,1,294.71,296.14,293.39,294.04,20.82,0.5,295.0,5.0,0.05,-0.076,-0.05,0.136,-0.036,1,-0.1
2020-07-23,2020-07-16,C,2007W4,295.0,KR4209342952,코스피위클리 C 2007W4 295.0,0.01,0.53,0.6,0.01,7.8,166282,3334342500,0,2020-07-23,0,293.62,293.62,290.49,292.37,21.0,0.5,292.5,2.5,0.0,0.0,0.0,0.0,0.0,1,0.0,C,2007W4,300.0,KR4209343000,코스피위클리 C 2007W4 300.0,0.01,0.02,0.02,0.01,21.3,12879,34210000,0,2020-07-23,0,293.62,293.62,290.49,292.37,21.0,0.5,292.5,7.5,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
2020-07-23,2020-07-23,C,2007W5,297.5,KR4209352977,코스피위클리 C 2007W5 297.5,0.86,1.15,1.15,0.64,15.3,2699,561362500,901,2020-07-30,7,293.62,293.62,290.49,292.37,21.0,0.5,292.5,5.0,0.86,0.226,0.045,-0.124,0.13,1,0.86,C,2007W5,302.5,KR4209353025,코스피위클리 C 2007W5 302.5,0.26,0.44,0.44,0.19,16.3,1159,71537500,686,2020-07-30,7,293.62,293.62,290.49,292.37,21.0,0.5,292.5,10.0,0.26,-0.164,-0.042,0.132,-0.13,1,-0.52
2020-07-24,2020-07-23,C,2007W5,297.5,KR4209352977,코스피위클리 C 2007W5 297.5,0.46,0.47,0.91,0.4,15.6,32340,4701985000,2167,2020-07-30,6,289.84,292.74,289.42,290.66,22.5,0.5,290.0,7.5,0.46,0.144,0.036,-0.102,0.091,1,0.46,C,2007W5,302.5,KR4209353025,코스피위클리 C 2007W5 302.5,0.13,0.13,0.23,0.1,16.9,12327,489272500,2625,2020-07-30,6,289.84,292.74,289.42,290.66,22.5,0.5,290.0,12.5,0.13,-0.09,-0.028,0.092,-0.076,1,-0.26
2020-07-27,2020-07-23,C,2007W5,297.5,KR4209352977,코스피위클리 C 2007W5 297.5,0.86,0.36,1.39,0.34,18.9,46738,10999365000,2509,2020-07-30,3,291.03,295.26,290.82,293.51,22.96,0.5,292.5,5.0,0.86,0.251,0.055,-0.231,0.098,1,0.86,C,2007W5,302.5,KR4209353025,코스피위클리 C 2007W5 302.5,0.18,0.08,0.34,0.08,19.3,21840,1264557500,3787,2020-07-30,3,291.03,295.26,290.82,293.51,22.96,0.5,292.5,10.0,0.18,-0.138,-0.044,0.198,-0.082,1,-0.36
2020-07-28,2020-07-23,C,2007W5,297.5,KR4209352977,코스피위클리 C 2007W5 297.5,3.2,1.47,4.81,1.32,14.0,14226,9516102500,1577,2020-07-30,2,296.53,301.34,296.38,300.13,22.92,0.5,300.0,-2.5,3.19,0.759,0.082,-0.198,0.085,1,3.19,C,2007W5,302.5,KR4209353025,코스피위클리 C 2007W5 302.5,0.95,0.27,1.9,0.27,17.4,80582,18921055000,3941,2020-07-30,2,296.53,301.34,296.38,300.13,22.92,0.5,300.0,2.5,0.95,-0.626,-0.15,0.558,-0.192,1,-1.9
2020-07-29,2020-07-23,C,2007W5,297.5,KR4209352977,코스피위클리 C 2007W5 297.5,4.13,3.56,6.06,2.99,18.0,1832,1795595000,1611,2020-07-30,1,300.57,303.51,299.61,301.25,23.33,0.5,302.5,-5.0,4.13,0.829,0.063,-0.255,0.057,1,4.13,C,2007W5,302.5,KR4209353025,코스피위클리 C 2007W5 302.5,1.03,0.93,2.44,0.66,17.5,53055,16282462500,4525,2020-07-30,1,300.57,303.51,299.61,301.25,23.33,0.5,302.5,0.0,1.02,-0.756,-0.194,0.742,-0.17,1,-2.04
2020-07-30,2020-07-23,C,2007W5,297.5,KR4209352977,코스피위클리 C 2007W5 297.5,4.44,4.81,6.44,4.2,3.0,538,669640000,0,2020-07-30,0,303.13,304.13,301.49,301.85,22.91,0.5,302.5,-5.0,4.350000000000023,1.0,0.0,0.0,0.0,1,4.350000000000023,C,2007W5,302.5,KR4209353025,코스피위클리 C 2007W5 302.5,0.05,1.47,2.01,0.04,3.0,135775,18417065000,0,2020-07-30,0,303.13,304.13,301.49,301.85,22.91,0.5,302.5,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
2020-07-30,2020-07-30,C,2008W1,310.0,KR4209363107,코스피위클리 C 2008W1 310.0,0.65,1.1,1.39,0.62,17.8,1881,398715000,587,2020-08-06,7,303.13,304.13,301.49,301.85,22.91,0.5,302.5,7.5,0.66,0.16,0.031,-0.121,0.109,1,0.66,C,2008W1,312.5,KR4209363123,코스피위클리 C 2008W1 312.5,0.37,0.85,0.93,0.36,18.1,2228,299440000,1040,2020-08-06,7,303.13,304.13,301.49,301.85,22.91,0.5,302.5,10.0,0.38,-0.202,-0.044,0.178,-0.158,1,-0.76
2020-07-31,2020-07-30,C,2008W1,310.0,KR4209363107,코스피위클리 C 2008W1 310.0,0.34,0.75,1.04,0.3,19.0,27340,3591052500,1951,2020-08-06,6,303.69,304.16,298.89,299.32,23.57,0.5,300.0,10.0,0.34,0.094,0.021,-0.094,0.07,1,0.34,C,2008W1,312.5,KR4209363123,코스피위클리 C 2008W1 312.5,0.18,0.44,0.61,0.17,19.3,16344,1216070000,2239,2020-08-06,6,303.69,304.16,298.89,299.32,23.57,0.5,300.0,12.5,0.19,-0.11,-0.028,0.128,-0.092,1,-0.38
2020-08-03,2020-07-30,C,2008W1,310.0,KR4209363107,코스피위클리 C 2008W1 310.0,0.13,0.29,0.3,0.12,19.9,17462,750822500,2637,2020-08-06,3,299.57,300.33,297.57,299.46,23.52,0.5,300.0,10.0,0.13,0.05,0.016,-0.08,0.032,1,0.13,C,2008W1,312.5,KR4209363123,코스피위클리 C 2008W1 312.5,0.07,0.16,0.17,0.06,21.2,12858,286085000,3510,2020-08-06,3,299.57,300.33,297.57,299.46,23.52,0.5,300.0,12.5,0.07,-0.056,-0.02,0.108,-0.04,1,-0.14
2020-08-04,2020-07-30,C,2008W1,310.0,KR4209363107,코스피위클리 C 2008W1 310.0,0.18,0.21,0.5,0.1,17.8,41826,2718485000,4085,2020-08-06,2,302.5,304.27,301.48,303.04,22.42,0.5,302.5,7.5,0.18,0.081,0.031,-0.123,0.041,1,0.18,C,2008W1,312.5,KR4209363123,코스피위클리 C 2008W1 312.5,0.06,0.09,0.23,0.04,18.3,27234,712925000,5912,2020-08-06,2,302.5,304.27,301.48,303.04,22.42,0.5,302.5,10.0,0.06,-0.066,-0.03,0.122,-0.04,1,-0.12
2020-08-05,2020-07-30,C,2008W1,310.0,KR4209363107,코스피위클리 C 2008W1 310.0,0.23,0.16,0.26,0.04,13.8,89401,3098425000,7611,2020-08-06,1,303.94,306.67,302.91,306.64,21.58,0.5,307.5,2.5,0.23,0.145,0.073,-0.178,0.052,1,0.23,C,2008W1,312.5,KR4209363123,코스피위클리 C 2008W1 312.5,0.04,0.06,0.08,0.01,13.9,40275,373535000,11828,2020-08-06,1,303.94,306.67,302.91,306.64,21.58,0.5,307.5,5.0,0.04,-0.066,-0.048,0.118,-0.034,1,-0.08
2020-08-06,2020-07-30,C,2008W1,310.0,KR4209363107,코스피위클리 C 2008W1 310.0,0.84,0.22,2.59,0.17,3.0,180651,38078997500,0,2020-08-06,0,307.88,312.84,307.88,311.32,22.06,0.5,312.5,-2.5,1.3199999999999932,1.0,0.0,0.0,0.0,1,1.3199999999999932,C,2008W1,312.5,KR4209363123,코스피위클리 C 2008W1 312.5,0.01,0.03,0.88,0.01,5.3,308473,14381502500,0,2020-08-06,0,307.88,312.84,307.88,311.32,22.06,0.5,312.5,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
2020-08-13,2020-08-13,C,2008W3,330.0,KR4209373304,코스피위클리 C 2008W3 330.0,0.95,1.83,2.0,0.5,16.8,3630,1049025000,1293,2020-08-20,7,325.84,326.22,319.66,323.33,22.12,0.5,322.5,7.5,0.95,0.211,0.036,-0.145,0.138,1,0.95,C,2008W3,335.0,KR4209373353,코스피위클리 C 2008W3 335.0,0.36,0.78,0.87,0.19,17.8,2357,307622500,813,2020-08-20,7,325.84,326.22,319.66,323.33,22.12,0.5,322.5,12.5,0.36,-0.184,-0.038,0.176,-0.158,1,-0.72
2020-08-14,2020-08-13,C,2008W3,330.0,KR4209373304,코스피위클리 C 2008W3 330.0,0.29,0.71,0.86,0.29,17.2,21628,2317480000,1673,2020-08-20,6,321.59,322.66,316.28,319.24,22.58,0.5,320.0,10.0,0.29,0.084,0.02,-0.084,0.068,1,0.29,C,2008W3,335.0,KR4209373353,코스피위클리 C 2008W3 335.0,0.11,0.25,0.26,0.11,19.0,12649,520767500,2349,2020-08-20,6,321.59,322.66,316.28,319.24,22.58,0.5,320.0,15.0,0.11,-0.07,-0.018,0.092,-0.068,1,-0.22
2020-08-18,2020-08-13,C,2008W3,330.0,KR4209373304,코스피위클리 C 2008W3 330.0,0.02,0.26,0.4,0.01,24.8,31076,1283235000,4126,2020-08-20,2,319.57,321.69,311.2,312.84,25.21,0.5,312.5,17.5,0.02,0.009,0.003,-0.029,0.007,1,0.02,C,2008W3,335.0,KR4209373353,코스피위클리 C 2008W3 335.0,0.01,0.08,0.11,0.01,28.6,11161,142822500,3420,2020-08-20,2,319.57,321.69,311.2,312.84,25.21,0.5,312.5,22.5,0.01,-0.008,-0.004,0.034,-0.008,1,-0.02
2020-08-19,2020-08-13,C,2008W3,330.0,KR4209373304,코스피위클리 C 2008W3 330.0,0.01,0.01,0.02,0.01,26.9,10468,26210000,8195,2020-08-20,1,315.96,316.82,313.18,313.54,24.38,0.5,312.5,17.5,0.01,0.005,0.002,-0.024,0.004,1,0.01,C,2008W3,335.0,KR4209373353,코스피위클리 C 2008W3 335.0,0.01,0.01,0.01,0.01,33.2,102,255000,3390,2020-08-20,1,315.96,316.82,313.18,313.54,24.38,0.5,312.5,22.5,0.01,-0.008,-0.002,0.042,-0.006,1,-0.02
2020-08-20,2020-08-13,C,2008W3,330.0,KR4209373304,코스피위클리 C 2008W3 330.0,0.01,0.01,0.01,0.01,46.6,306,765000,0,2020-08-20,0,310.45,312.77,301.15,301.59,28.18,0.5,302.5,27.5,0.0,0.0,0.0,0.0,0.0,1,0.0,C,2008W3,335.0,KR4209373353,코스피위클리 C 2008W3 335.0,,,,,55.3,0,0,0,2020-08-20,0,310.45,312.77,301.15,301.59,28.18,0.5,302.5,32.5,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
2020-08-20,2020-08-20,C,2008W4,310.0,KR4209383105,코스피위클리 C 2008W4 310.0,1.29,3.8,3.85,1.13,23.3,1933,750417500,578,2020-08-27,7,310.45,312.77,301.15,301.59,28.18,0.5,302.5,7.5,1.28,0.219,0.028,-0.192,0.132,1,1.28,C,2008W4,315.0,KR4209383154,코스피위클리 C 2008W4 315.0,0.54,2.35,2.63,0.44,23.5,1330,278287500,495,2020-08-27,7,310.45,312.77,301.15,301.59,28.18,0.5,302.5,12.5,0.55,-0.218,-0.036,0.246,-0.168,1,-1.1
2020-08-21,2020-08-20,C,2008W4,310.0,KR4209383105,코스피위클리 C 2008W4 310.0,2.48,1.95,4.0,1.52,24.1,24097,13724747500,1055,2020-08-27,6,306.17,309.88,303.15,306.16,26.89,0.5,305.0,5.0,2.47,0.362,0.037,-0.273,0.159,1,2.47,C,2008W4,315.0,KR4209383154,코스피위클리 C 2008W4 315.0,0.97,0.82,1.92,0.62,22.6,41930,11827252500,2484,2020-08-27,6,306.17,309.88,303.15,306.16,26.89,0.5,305.0,10.0,0.96,-0.374,-0.056,0.368,-0.228,1,-1.92
2020-08-24,2020-08-20,C,2008W4,310.0,KR4209383105,코스피위클리 C 2008W4 310.0,3.42,2.29,3.63,1.49,28.8,16335,9933682500,2054,2020-08-27,3,306.86,310.27,303.39,309.33,26.44,0.5,310.0,0.0,3.41,0.478,0.043,-0.464,0.129,1,3.41,C,2008W4,315.0,KR4209383154,코스피위클리 C 2008W4 315.0,1.28,0.85,1.59,0.59,25.9,62058,16783700000,3159,2020-08-27,3,306.86,310.27,303.39,309.33,26.44,0.5,310.0,5.0,1.28,-0.512,-0.076,0.676,-0.208,1,-2.56
2020-08-25,2020-08-20,C,2008W4,310.0,KR4209383105,코스피위클리 C 2008W4 310.0,5.0,4.0,5.09,3.18,25.0,2963,3037317500,1809,2020-08-27,2,312.45,314.14,310.57,313.59,24.63,0.5,312.5,-2.5,4.98,0.699,0.049,-0.413,0.099,1,4.98,C,2008W4,315.0,KR4209383154,코스피위클리 C 2008W4 315.0,1.79,1.6,2.06,1.14,21.3,39943,15297370000,2782,2020-08-27,2,312.45,314.14,310.57,313.59,24.63,0.5,312.5,2.5,1.79,-0.826,-0.128,0.786,-0.222,1,-3.58
2020-08-26,2020-08-20,C,2008W4,310.0,KR4209383105,코스피위클리 C 2008W4 310.0,4.49,4.7,5.1,1.99,17.0,5125,3978202500,1541,2020-08-27,1,313.61,315.08,309.74,314.19,25.44,0.5,315.0,-5.0,4.48,0.859,0.057,-0.221,0.052,1,4.48,C,2008W4,315.0,KR4209383154,코스피위클리 C 2008W4 315.0,1.18,1.6,1.72,0.44,16.6,85821,19554582500,3689,2020-08-27,1,313.61,315.08,309.74,314.19,25.44,0.5,315.0,0.0,1.17,-0.84,-0.202,0.754,-0.182,1,-2.34
2020-08-27,2020-08-20,C,2008W4,310.0,KR4209383105,코스피위클리 C 2008W4 310.0,1.69,5.53,5.53,1.56,3.0,5519,3554837500,0,2020-08-27,0,314.46,315.17,311.37,311.38,27.22,0.5,312.5,-2.5,1.3799999999999955,1.0,0.0,0.0,0.0,1,1.3799999999999955,C,2008W4,315.0,KR4209383154,코스피위클리 C 2008W4 315.0,0.01,1.25,1.39,0.01,9.2,235967,14339065000,0,2020-08-27,0,314.46,315.17,311.37,311.38,27.22,0.5,312.5,2.5,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
